match_id,match_date,year,opponent,tournament,venue_type,goals_for,goals_against,goal_difference,result
5271,1961-05-10,1961,England,Friendly,Away,0,8,-8,Loss
39905,2016-06-18,2016,Chile,Copa América,Neutral,0,7,-7,Loss
11391,1978-06-06,1978,Germany,FIFA World Cup,Neutral,0,6,-6,Loss
3958,1954-06-16,1954,Brazil,FIFA World Cup,Neutral,0,5,-5,Loss
8541,1971-09-08,1971,Germany,Friendly,Away,0,5,-5,Loss
14015,1984-02-04,1984,Italy,Friendly,Away,0,5,-5,Loss
18383,1992-07-31,1992,Brazil,Friendly,Neutral,0,5,-5,Loss
6681,1966-06-29,1966,Italy,Friendly,Away,0,5,-5,Loss
3392,1950-06-24,1950,Brazil,FIFA World Cup,Away,0,4,-4,Loss
12339,1980-08-20,1980,New Zealand,Friendly,Away,0,4,-4,Loss
20401,1995-06-18,1995,United States,USA Cup,Away,0,4,-4,Loss
3596,1952-03-26,1952,Chile,Pan American Championship,Away,0,4,-4,Loss
9605,1973-12-14,1973,Trinidad and Tobago,CONCACAF Championship,Neutral,0,4,-4,Loss
47202,2024-06-05,2024,Uruguay,Friendly,Neutral,0,4,-4,Loss
4718,1958-06-15,1958,Hungary,FIFA World Cup,Neutral,0,4,-4,Loss
21919,1997-04-30,1997,Brazil,Friendly,Neutral,0,4,-4,Loss
7695,1969-06-03,1969,England,Friendly,Home,0,4,-4,Loss
28435,2004-07-18,2004,Brazil,Copa América,Neutral,0,4,-4,Loss
25583,2001-05-25,2001,England,Friendly,Away,0,4,-4,Loss
48764,2025-10-11,2025,Colombia,Friendly,Neutral,0,4,-4,Loss
8566,1971-09-22,1971,Yugoslavia,Friendly,Away,0,4,-4,Loss
42940,2019-09-10,2019,Argentina,Friendly,Neutral,0,4,-4,Loss
25649,2001-06-03,2001,France,Confederations Cup,Neutral,0,4,-4,Loss
2265,1937-12-12,1937,Basque Country,Friendly,Home,0,4,-4,Loss
31074,2007-07-11,2007,Argentina,Copa América,Neutral,0,3,-3,Loss
10564,1976-06-04,1976,Brazil,Friendly,Home,0,3,-3,Loss
29652,2005-11-16,2005,Bulgaria,Friendly,Neutral,0,3,-3,Loss
4704,1958-06-08,1958,Sweden,FIFA World Cup,Away,0,3,-3,Loss
1496,1930-07-16,1930,Chile,FIFA World Cup,Neutral,0,3,-3,Loss
17314,1990-06-02,1990,Belgium,Friendly,Away,0,3,-3,Loss
14262,1984-08-19,1984,Russia,Friendly,Away,0,3,-3,Loss
18567,1992-10-22,1992,Croatia,Friendly,Away,0,3,-3,Loss
34826,2011-06-11,2011,Venezuela,Friendly,Neutral,0,3,-3,Loss
24617,2000-06-11,2000,United States,USA Cup,Away,0,3,-3,Loss
45188,2022-06-02,2022,Uruguay,Friendly,Neutral,0,3,-3,Loss
41681,2018-06-27,2018,Sweden,FIFA World Cup,Neutral,0,3,-3,Loss
3614,1952-04-20,1952,Peru,Pan American Championship,Neutral,0,3,-3,Loss
46062,2023-06-15,2023,United States,CONCACAF Nations League,Away,0,3,-3,Loss
15310,1986-05-17,1986,England,Friendly,Neutral,0,3,-3,Loss
11344,1978-04-26,1978,Spain,Friendly,Away,0,2,-2,Loss
17730,1991-05-07,1991,Uruguay,Friendly,Neutral,0,2,-2,Loss
35682,2012-02-29,2012,Colombia,Friendly,Neutral,0,2,-2,Loss
6711,1966-07-16,1966,England,FIFA World Cup,Away,0,2,-2,Loss
18735,1993-01-20,1993,Italy,Friendly,Away,0,2,-2,Loss
42166,2018-11-20,2018,Argentina,Friendly,Away,0,2,-2,Loss
7253,1967-12-08,1967,Hungary,Friendly,Home,0,2,-2,Loss
5013,1960-03-17,1960,Argentina,Pan American Championship,Neutral,0,2,-2,Loss
44672,2021-11-12,2021,United States,FIFA World Cup qualification,Away,0,2,-2,Loss
30675,2007-02-07,2007,United States,Friendly,Away,0,2,-2,Loss
37051,2013-06-19,2013,Brazil,Confederations Cup,Away,0,2,-2,Loss
3604,1952-04-06,1952,Brazil,Pan American Championship,Neutral,0,2,-2,Loss
46710,2023-11-17,2023,Honduras,CONCACAF Nations League,Away,0,2,-2,Loss
42076,2018-11-16,2018,Argentina,Friendly,Away,0,2,-2,Loss
7385,1968-07-07,1968,Brazil,Friendly,Home,0,2,-2,Loss
26494,2002-06-17,2002,United States,FIFA World Cup,Neutral,0,2,-2,Loss
25601,2001-05-30,2001,Australia,Confederations Cup,Neutral,0,2,-2,Loss
17860,1991-07-05,1991,United States,Gold Cup,Away,0,2,-2,Loss
4223,1956-03-04,1956,Peru,Pan American Championship,Home,0,2,-2,Loss
38718,2015-06-07,2015,Brazil,Friendly,Away,0,2,-2,Loss
5503,1962-05-30,1962,Brazil,FIFA World Cup,Neutral,0,2,-2,Loss
18444,1992-08-26,1992,Romania,Friendly,Away,0,2,-2,Loss
47917,2024-11-15,2024,Honduras,CONCACAF Nations League,Away,0,2,-2,Loss
18772,1993-02-10,1993,Romania,Friendly,Home,0,2,-2,Loss
21291,1996-08-31,1996,France,Friendly,Away,0,2,-2,Loss
41692,2018-07-02,2018,Brazil,FIFA World Cup,Neutral,0,2,-2,Loss
7640,1969-04-16,1969,Belgium,Friendly,Away,0,2,-2,Loss
29464,2005-09-03,2005,United States,FIFA World Cup qualification,Away,0,2,-2,Loss
6906,1967-01-08,1967,Switzerland,Friendly,Home,0,2,-2,Loss
21794,1997-03-29,1997,England,Friendly,Away,0,2,-2,Loss
25012,2000-10-25,2000,United States,Friendly,Away,0,2,-2,Loss
27666,2003-10-15,2003,Uruguay,Friendly,Neutral,0,2,-2,Loss
25099,2000-12-20,2000,Argentina,Friendly,Neutral,0,2,-2,Loss
18665,1992-11-29,1992,Costa Rica,FIFA World Cup qualification,Away,0,2,-2,Loss
12255,1980-06-08,1980,Brazil,Friendly,Away,0,2,-2,Loss
41619,2018-06-09,2018,Denmark,Friendly,Away,0,2,-2,Loss
32797,2009-02-11,2009,United States,FIFA World Cup qualification,Away,0,2,-2,Loss
25274,2001-02-28,2001,United States,FIFA World Cup qualification,Away,0,2,-2,Loss
25149,2001-01-24,2001,Bulgaria,Friendly,Home,0,2,-2,Loss
7050,1967-05-28,1967,Russia,Friendly,Away,0,2,-2,Loss
38642,2015-04-15,2015,United States,Friendly,Away,0,2,-2,Loss
47100,2024-03-24,2024,United States,CONCACAF Nations League,Away,0,2,-2,Loss
37314,2013-09-10,2013,United States,FIFA World Cup qualification,Away,0,2,-2,Loss
8569,1971-09-25,1971,Italy,Friendly,Away,0,2,-2,Loss
7934,1969-11-30,1969,Costa Rica,CONCACAF Championship,Away,0,2,-2,Loss
23729,1999-07-14,1999,Brazil,Copa América,Neutral,0,2,-2,Loss
45739,2022-11-26,2022,Argentina,FIFA World Cup,Neutral,0,2,-2,Loss
5518,1962-06-03,1962,Spain,FIFA World Cup,Neutral,0,1,-1,Loss
37838,2014-06-06,2014,Portugal,Friendly,Neutral,0,1,-1,Loss
32735,2009-01-28,2009,Sweden,Friendly,Neutral,0,1,-1,Loss
24765,2000-07-23,2000,Trinidad and Tobago,FIFA World Cup qualification,Away,0,1,-1,Loss
36086,2012-08-15,2012,United States,Friendly,Home,0,1,-1,Loss
19773,1994-06-19,1994,Norway,FIFA World Cup,Neutral,0,1,-1,Loss
34918,2011-07-08,2011,Peru,Copa América,Neutral,0,1,-1,Loss
29965,2006-05-27,2006,France,Friendly,Away,0,1,-1,Loss
5236,1961-03-22,1961,Costa Rica,FIFA World Cup qualification,Away,0,1,-1,Loss
33904,2010-06-22,2010,Uruguay,FIFA World Cup,Neutral,0,1,-1,Loss
29805,2006-02-15,2006,South Korea,Friendly,Neutral,0,1,-1,Loss
32580,2008-11-19,2008,Honduras,FIFA World Cup qualification,Away,0,1,-1,Loss
41429,2018-03-27,2018,Croatia,Friendly,Neutral,0,1,-1,Loss
28127,2004-04-28,2004,United States,Friendly,Away,0,1,-1,Loss
8523,1971-08-18,1971,German DR,Friendly,Home,0,1,-1,Loss
45476,2022-08-31,2022,Paraguay,Friendly,Neutral,0,1,-1,Loss
6982,1967-03-10,1967,Guatemala,CONCACAF Championship,Neutral,0,1,-1,Loss
32437,2008-10-11,2008,Jamaica,FIFA World Cup qualification,Away,0,1,-1,Loss
42004,2018-10-16,2018,Chile,Friendly,Home,0,1,-1,Loss
26082,2001-11-14,2001,Spain,Friendly,Away,0,1,-1,Loss
37806,2014-06-03,2014,Bosnia and Herzegovina,Friendly,Neutral,0,1,-1,Loss
10838,1977-02-08,1977,Yugoslavia,Friendly,Home,0,1,-1,Loss
43811,2021-03-27,2021,Wales,Friendly,Away,0,1,-1,Loss
21452,1996-10-23,1996,Ecuador,Friendly,Neutral,0,1,-1,Loss
8000,1970-03-08,1970,Peru,Friendly,Away,0,1,-1,Loss
31159,2007-08-22,2007,Colombia,Friendly,Neutral,0,1,-1,Loss
12133,1980-02-26,1980,South Korea,Friendly,Neutral,0,1,-1,Loss
26931,2003-02-04,2003,Argentina,Friendly,Neutral,0,1,-1,Loss
47433,2024-06-26,2024,Venezuela,Copa América,Neutral,0,1,-1,Loss
21527,1996-11-17,1996,Jamaica,FIFA World Cup qualification,Away,0,1,-1,Loss
40871,2017-07-23,2017,Jamaica,Gold Cup,Neutral,0,1,-1,Loss
23951,1999-10-13,1999,Paraguay,Friendly,Neutral,0,1,-1,Loss
19744,1994-06-04,1994,United States,Friendly,Away,0,1,-1,Loss
13028,1981-11-06,1981,El Salvador,CONCACAF Championship,Neutral,0,1,-1,Loss
44283,2021-08-01,2021,United States,Gold Cup,Away,0,1,-1,Loss
7996,1970-03-01,1970,Sweden,Friendly,Home,0,1,-1,Loss
41867,2018-09-11,2018,United States,Friendly,Away,0,1,-1,Loss
25831,2001-07-29,2001,Colombia,Copa América,Away,0,1,-1,Loss
46227,2023-07-02,2023,Qatar,Gold Cup,Neutral,0,1,-1,Loss
34932,2011-07-12,2011,Uruguay,Copa América,Neutral,0,1,-1,Loss
5455,1962-03-28,1962,Argentina,Friendly,Away,0,1,-1,Loss
30900,2007-06-05,2007,Paraguay,Friendly,Home,0,1,-1,Loss
14391,1984-10-28,1984,Chile,Friendly,Away,0,1,-1,Loss
11329,1978-04-11,1978,Peru,Friendly,Neutral,0,1,-1,Loss
19487,1993-12-16,1993,Brazil,Friendly,Home,0,1,-1,Loss
32391,2008-09-24,2008,Chile,Friendly,Neutral,0,1,-1,Loss
7682,1969-05-20,1969,Peru,Friendly,Home,0,1,-1,Loss
7658,1969-05-01,1969,Sweden,Friendly,Away,0,1,-1,Loss
7937,1969-12-02,1969,Guatemala,CONCACAF Championship,Neutral,0,1,-1,Loss
10333,1975-10-20,1975,Israel,Friendly,Away,0,1,-1,Loss
25808,2001-07-18,2001,Peru,Copa América,Neutral,0,1,-1,Loss
9418,1973-08-05,1973,Poland,Friendly,Neutral,0,1,-1,Loss
10700,1976-10-10,1976,Canada,CONCACAF Championship qualification,Away,0,1,-1,Loss
23341,1999-02-10,1999,Argentina,Friendly,Neutral,0,1,-1,Loss
8977,1972-08-06,1972,Costa Rica,Friendly,Away,0,1,-1,Loss
10236,1975-08-03,1975,German DR,Friendly,Neutral,0,1,-1,Loss
26007,2001-10-07,2001,Costa Rica,FIFA World Cup qualification,Away,0,0,0,Draw
17621,1991-01-29,1991,Colombia,Friendly,Home,0,0,0,Draw
7302,1968-03-10,1968,Russia,Friendly,Home,0,0,0,Draw
21649,1997-01-22,1997,Peru,USA Cup,Neutral,0,0,0,Draw
38776,2015-06-12,2015,Bolivia,Copa América,Neutral,0,0,0,Draw
5381,1961-11-05,1961,Paraguay,FIFA World Cup qualification,Away,0,0,0,Draw
23478,1999-04-14,1999,Ecuador,Friendly,Home,0,0,0,Draw
13075,1981-11-22,1981,Honduras,CONCACAF Championship,Away,0,0,0,Draw
44105,2021-06-12,2021,Honduras,Friendly,Neutral,0,0,0,Draw
17577,1990-12-12,1990,Brazil,Friendly,Neutral,0,0,0,Draw
27773,2003-11-19,2003,Iceland,Friendly,Neutral,0,0,0,Draw
36969,2013-06-07,2013,Panama,FIFA World Cup qualification,Away,0,0,0,Draw
27188,2003-05-08,2003,United States,Friendly,Away,0,0,0,Draw
48593,2025-09-06,2025,Japan,Friendly,Neutral,0,0,0,Draw
44974,2022-03-24,2022,United States,FIFA World Cup qualification,Home,0,0,0,Draw
45723,2022-11-22,2022,Poland,FIFA World Cup,Neutral,0,0,0,Draw
47618,2024-09-10,2024,Canada,Friendly,Neutral,0,0,0,Draw
44238,2021-07-10,2021,Trinidad and Tobago,Gold Cup,Neutral,0,0,0,Draw
43965,2021-06-03,2021,Costa Rica,CONCACAF Nations League,Neutral,0,0,0,Draw
7298,1968-03-03,1968,Russia,Friendly,Home,0,0,0,Draw
21028,1996-05-23,1996,Serbia,Kirin Cup,Neutral,0,0,0,Draw
27172,2003-04-30,2003,Brazil,Friendly,Home,0,0,0,Draw
38026,2014-09-06,2014,Chile,Friendly,Neutral,0,0,0,Draw
25800,2001-07-15,2001,Paraguay,Copa América,Neutral,0,0,0,Draw
40856,2017-07-13,2017,Jamaica,Gold Cup,Neutral,0,0,0,Draw
31045,2007-07-04,2007,Chile,Copa América,Neutral,0,0,0,Draw
8326,1971-02-17,1971,Russia,Friendly,Home,0,0,0,Draw
19579,1994-03-02,1994,Colombia,Friendly,Home,0,0,0,Draw
22439,1997-11-02,1997,United States,FIFA World Cup qualification,Home,0,0,0,Draw
44927,2022-01-30,2022,Costa Rica,FIFA World Cup qualification,Home,0,0,0,Draw
14241,1984-08-08,1984,Republic of Ireland,Friendly,Away,0,0,0,Draw
7651,1969-04-23,1969,Spain,Friendly,Away,0,0,0,Draw
36870,2013-03-26,2013,United States,FIFA World Cup qualification,Home,0,0,0,Draw
45249,2022-06-05,2022,Ecuador,Friendly,Neutral,0,0,0,Draw
19494,1993-12-22,1993,Germany,Friendly,Home,0,0,0,Draw
7635,1969-04-06,1969,Portugal,Friendly,Away,0,0,0,Draw
19182,1993-06-23,1993,Bolivia,Copa América,Neutral,0,0,0,Draw
26960,2003-02-12,2003,Colombia,Friendly,Neutral,0,0,0,Draw
40340,2016-11-15,2016,Panama,FIFA World Cup qualification,Away,0,0,0,Draw
38910,2015-07-01,2015,Honduras,Friendly,Neutral,0,0,0,Draw
47448,2024-06-30,2024,Ecuador,Copa América,Neutral,0,0,0,Draw
49183,2026-03-28,2026,Portugal,Friendly,Home,0,0,0,Draw
26206,2002-01-27,2002,South Korea,Gold Cup,Neutral,0,0,0,Draw
10691,1976-10-03,1976,United States,CONCACAF Championship qualification,Away,0,0,0,Draw
17693,1991-04-17,1991,Costa Rica,Friendly,Away,0,0,0,Draw
15373,1986-06-21,1986,Germany,FIFA World Cup,Home,0,0,0,Draw
10731,1976-10-27,1976,Canada,CONCACAF Championship qualification,Home,0,0,0,Draw
6276,1965-04-25,1965,Costa Rica,FIFA World Cup qualification,Away,0,0,0,Draw
33740,2010-03-24,2010,Iceland,Friendly,Neutral,0,0,0,Draw
5281,1961-05-21,1961,Curaçao,FIFA World Cup qualification,Away,0,0,0,Draw
36888,2013-04-17,2013,Peru,Friendly,Neutral,0,0,0,Draw
9589,1973-11-30,1973,Guatemala,CONCACAF Championship,Neutral,0,0,0,Draw
22465,1997-11-16,1997,Jamaica,FIFA World Cup qualification,Away,0,0,0,Draw
23958,1999-10-27,1999,Ecuador,Friendly,Neutral,0,0,0,Draw
15031,1985-10-18,1985,Jordan,Friendly,Away,0,0,0,Draw
14979,1985-09-20,1985,Peru,Friendly,Neutral,0,0,0,Draw
8328,1971-02-20,1971,Russia,Friendly,Home,0,0,0,Draw
22806,1998-06-03,1998,Saudi Arabia,Friendly,Neutral,0,0,0,Draw
21765,1997-03-16,1997,Costa Rica,FIFA World Cup qualification,Away,0,0,0,Draw
33751,2010-05-07,2010,Ecuador,Friendly,Neutral,0,0,0,Draw
37877,2014-06-17,2014,Brazil,FIFA World Cup,Away,0,0,0,Draw
20408,1995-06-21,1995,Colombia,USA Cup,Neutral,0,0,0,Draw
27431,2003-07-17,2003,Honduras,Gold Cup,Home,0,0,0,Draw
8058,1970-05-31,1970,Russia,FIFA World Cup,Home,0,0,0,Draw
48488,2025-06-22,2025,Costa Rica,Gold Cup,Neutral,0,0,0,Draw
17653,1991-03-13,1991,Argentina,Friendly,Away,0,0,0,Draw
7995,1970-02-26,1970,Russia,Friendly,Home,0,0,0,Draw
4235,1956-03-13,1956,Argentina,Pan American Championship,Home,0,0,0,Draw
37009,2013-06-11,2013,Costa Rica,FIFA World Cup qualification,Home,0,0,0,Draw
7577,1968-12-22,1968,Germany,Friendly,Home,0,0,0,Draw
19370,1993-09-29,1993,Poland,Friendly,Neutral,0,0,0,Draw
23955,1999-10-20,1999,Colombia,Friendly,Neutral,0,0,0,Draw
28954,2005-01-26,2005,Sweden,Friendly,Neutral,0,0,0,Draw
5754,1963-03-30,1963,Costa Rica,CONCACAF Championship,Neutral,0,0,0,Draw
45129,2022-04-27,2022,Guatemala,Friendly,Neutral,0,0,0,Draw
18388,1992-08-02,1992,Colombia,Friendly,Neutral,0,0,0,Draw
7693,1969-06-01,1969,England,Friendly,Home,0,0,0,Draw
22770,1998-05-23,1998,Republic of Ireland,Friendly,Away,0,0,0,Draw
30059,2006-06-16,2006,Angola,FIFA World Cup,Neutral,0,0,0,Draw
40078,2016-09-06,2016,Honduras,FIFA World Cup qualification,Home,0,0,0,Draw
41484,2018-05-28,2018,Wales,Friendly,Neutral,0,0,0,Draw
20461,1995-07-17,1995,United States,Copa América,Neutral,0,0,0,Draw
6717,1966-07-19,1966,Uruguay,FIFA World Cup,Neutral,0,0,0,Draw
36712,2013-02-06,2013,Jamaica,FIFA World Cup qualification,Home,0,0,0,Draw
7991,1970-02-22,1970,Sweden,Friendly,Home,0,0,0,Draw
48920,2025-11-15,2025,Uruguay,Friendly,Home,0,0,0,Draw
7946,1969-12-07,1969,Trinidad and Tobago,CONCACAF Championship,Neutral,0,0,0,Draw
25048,2000-11-15,2000,Canada,FIFA World Cup qualification,Away,0,0,0,Draw
8647,1971-11-21,1971,Haiti,CONCACAF Championship,Neutral,0,0,0,Draw
29303,2005-06-22,2005,Greece,Confederations Cup,Neutral,0,0,0,Draw
15038,1985-10-25,1985,Kuwait,Friendly,Away,0,0,0,Draw
33096,2009-06-28,2009,Guatemala,Friendly,Neutral,0,0,0,Draw
38935,2015-07-12,2015,Guatemala,Gold Cup,Neutral,0,0,0,Draw
1285,1928-05-30,1928,Spain,Olympic Games,Neutral,1,7,-6,Loss
19524,1994-01-26,1994,Switzerland,Friendly,Neutral,1,5,-4,Loss
3400,1950-06-28,1950,Yugoslavia,FIFA World Cup,Neutral,1,4,-3,Loss
31943,2008-06-04,2008,Argentina,Friendly,Neutral,1,4,-3,Loss
41766,2018-09-07,2018,Uruguay,Friendly,Neutral,1,4,-3,Loss
40806,2017-06-29,2017,Germany,Confederations Cup,Neutral,1,4,-3,Loss
19538,1994-02-02,1994,Russia,Friendly,Neutral,1,4,-3,Loss
20667,1995-11-16,1995,Serbia,Friendly,Home,1,4,-3,Loss
2260,1937-11-28,1937,Basque Country,Friendly,Home,1,4,-3,Loss
1492,1930-07-13,1930,France,FIFA World Cup,Neutral,1,4,-3,Loss
6672,1966-06-22,1966,Northern Ireland,Friendly,Away,1,4,-3,Loss
8087,1970-06-14,1970,Italy,FIFA World Cup,Home,1,4,-3,Loss
33922,2010-06-27,2010,Argentina,FIFA World Cup,Neutral,1,3,-2,Loss
22122,1997-06-25,1997,Bolivia,Copa América,Away,1,3,-2,Loss
785,1923-01-04,1923,Guatemala,Friendly,Away,1,3,-2,Loss
3593,1952-03-23,1952,Uruguay,Pan American Championship,Neutral,1,3,-2,Loss
11401,1978-06-10,1978,Poland,FIFA World Cup,Neutral,1,3,-2,Loss
7664,1969-05-06,1969,Denmark,Friendly,Away,1,3,-2,Loss
7489,1968-10-23,1968,Chile,Friendly,Away,1,3,-2,Loss
27473,2003-08-20,2003,Peru,Friendly,Neutral,1,3,-2,Loss
15009,1985-10-11,1985,Libya,Friendly,Away,1,3,-2,Loss
22495,1997-12-12,1997,Australia,Confederations Cup,Neutral,1,3,-2,Loss
33775,2010-05-24,2010,England,Friendly,Away,1,3,-2,Loss
32894,2009-04-01,2009,Honduras,FIFA World Cup qualification,Away,1,3,-2,Loss
25717,2001-06-20,2001,Honduras,FIFA World Cup qualification,Away,1,3,-2,Loss
2408,1938-10-30,1938,Basque Country,Friendly,Home,1,3,-2,Loss
31286,2007-09-12,2007,Brazil,Friendly,Neutral,1,3,-2,Loss
11385,1978-06-02,1978,Tunisia,FIFA World Cup,Neutral,1,3,-2,Loss
1294,1928-06-05,1928,Chile,Olympic Games,Neutral,1,3,-2,Loss
33791,2010-05-26,2010,Netherlands,Friendly,Neutral,1,2,-1,Loss
2263,1937-12-05,1937,Basque Country,Friendly,Home,1,2,-1,Loss
38867,2015-06-19,2015,Ecuador,Copa América,Neutral,1,2,-1,Loss
8177,1970-09-30,1970,Brazil,Friendly,Away,1,2,-1,Loss
26262,2002-02-13,2002,Serbia,Friendly,Neutral,1,2,-1,Loss
7055,1967-06-04,1967,Belarus,Friendly,Away,1,2,-1,Loss
37918,2014-06-29,2014,Netherlands,FIFA World Cup,Neutral,1,2,-1,Loss
27398,2003-07-06,2003,El Salvador,Friendly,Neutral,1,2,-1,Loss
20224,1995-03-29,1995,Chile,Friendly,Neutral,1,2,-1,Loss
40828,2017-07-02,2017,Portugal,Confederations Cup,Neutral,1,2,-1,Loss
33335,2009-09-30,2009,Colombia,Friendly,Neutral,1,2,-1,Loss
23507,1999-04-28,1999,Paraguay,Friendly,Away,1,2,-1,Loss
20765,1995-12-20,1995,Jamaica,Friendly,Away,1,2,-1,Loss
5010,1960-03-15,1960,Brazil,Pan American Championship,Neutral,1,2,-1,Loss
15163,1986-02-15,1986,German DR,Friendly,Neutral,1,2,-1,Loss
14568,1985-02-06,1985,Switzerland,Friendly,Home,1,2,-1,Loss
9425,1973-08-08,1973,Poland,Friendly,Home,1,2,-1,Loss
5258,1961-04-29,1961,Czechoslovakia,Friendly,Away,1,2,-1,Loss
34045,2010-09-04,2010,Ecuador,Friendly,Home,1,2,-1,Loss
23630,1999-06-16,1999,Croatia,Korea Cup,Neutral,1,2,-1,Loss
30004,2006-06-01,2006,Netherlands,Friendly,Away,1,2,-1,Loss
37378,2013-10-15,2013,Costa Rica,FIFA World Cup qualification,Away,1,2,-1,Loss
34907,2011-07-04,2011,Chile,Copa América,Neutral,1,2,-1,Loss
48994,2025-11-18,2025,Paraguay,Friendly,Neutral,1,2,-1,Loss
19205,1993-07-04,1993,Argentina,Copa América,Neutral,1,2,-1,Loss
25611,2001-06-01,2001,South Korea,Confederations Cup,Away,1,2,-1,Loss
45650,2022-11-16,2022,Sweden,Friendly,Neutral,1,2,-1,Loss
40590,2017-05-28,2017,Croatia,Friendly,Neutral,1,2,-1,Loss
31003,2007-06-24,2007,United States,Gold Cup,Away,1,2,-1,Loss
22885,1998-06-29,1998,Germany,FIFA World Cup,Neutral,1,2,-1,Loss
3410,1950-07-02,1950,Switzerland,FIFA World Cup,Neutral,1,2,-1,Loss
7504,1968-11-03,1968,Brazil,Friendly,Away,1,2,-1,Loss
24211,2000-02-20,2000,Canada,Gold Cup,Neutral,1,2,-1,Loss
20426,1995-07-06,1995,Paraguay,Copa América,Neutral,1,2,-1,Loss
30086,2006-06-24,2006,Argentina,FIFA World Cup,Neutral,1,2,-1,Loss
37234,2013-09-06,2013,Honduras,FIFA World Cup qualification,Home,1,2,-1,Loss
18869,1993-04-04,1993,El Salvador,FIFA World Cup qualification,Away,1,2,-1,Loss
20853,1996-02-07,1996,Chile,Friendly,Away,1,2,-1,Loss
30937,2007-06-10,2007,Honduras,Gold Cup,Neutral,1,2,-1,Loss
37039,2013-06-16,2013,Italy,Confederations Cup,Neutral,1,2,-1,Loss
30077,2006-06-21,2006,Portugal,FIFA World Cup,Neutral,1,2,-1,Loss
29358,2005-07-17,2005,Colombia,Gold Cup,Neutral,1,2,-1,Loss
24153,2000-02-08,2000,Czech Republic,Lunar New Year Cup,Neutral,1,2,-1,Loss
7639,1969-04-10,1969,Luxembourg,Friendly,Away,1,2,-1,Loss
17267,1990-05-13,1990,Canada,NAFU Championship,Away,1,2,-1,Loss
15034,1985-10-20,1985,Egypt,Friendly,Away,1,2,-1,Loss
5740,1963-03-24,1963,Curaçao,CONCACAF Championship,Neutral,1,2,-1,Loss
29599,2005-10-12,2005,Trinidad and Tobago,FIFA World Cup qualification,Away,1,2,-1,Loss
9488,1973-09-20,1973,Chile,Friendly,Home,1,2,-1,Loss
32985,2009-06-06,2009,El Salvador,FIFA World Cup qualification,Away,1,2,-1,Loss
20729,1995-12-06,1995,Slovenia,Friendly,Home,1,2,-1,Loss
29318,2005-07-08,2005,South Africa,Gold Cup,Neutral,1,2,-1,Loss
7865,1969-11-02,1969,Bermuda,CONCACAF Championship qualification,Away,1,2,-1,Loss
37132,2013-07-24,2013,Panama,Gold Cup,Neutral,1,2,-1,Loss
12541,1980-11-23,1980,United States,CONCACAF Championship qualification,Away,1,2,-1,Loss
37080,2013-07-07,2013,Panama,Gold Cup,Neutral,1,2,-1,Loss
23706,1999-07-03,1999,Brazil,Copa América,Neutral,1,2,-1,Loss
25703,2001-06-16,2001,Costa Rica,FIFA World Cup qualification,Home,1,2,-1,Loss
21358,1996-09-21,1996,Honduras,FIFA World Cup qualification,Away,1,2,-1,Loss
35354,2011-10-11,2011,Brazil,Friendly,Home,1,2,-1,Loss
44756,2021-11-16,2021,Canada,FIFA World Cup qualification,Away,1,2,-1,Loss
4228,1956-03-08,1956,Brazil,Pan American Championship,Home,1,2,-1,Loss
19148,1993-06-16,1993,Colombia,Copa América,Neutral,1,2,-1,Loss
35043,2011-08-10,2011,United States,Friendly,Away,1,1,0,Draw
19254,1993-07-15,1993,Costa Rica,Gold Cup,Home,1,1,0,Draw
14386,1984-10-25,1984,Argentina,Friendly,Away,1,1,0,Draw
19797,1994-06-28,1994,Italy,FIFA World Cup,Neutral,1,1,0,Draw
20441,1995-07-13,1995,Uruguay,Copa América,Away,1,1,0,Draw
22095,1997-06-19,1997,Costa Rica,Copa América,Neutral,1,1,0,Draw
48816,2025-10-14,2025,Ecuador,Friendly,Home,1,1,0,Draw
20131,1995-01-10,1995,Denmark,Confederations Cup,Neutral,1,1,0,Draw
23624,1999-06-12,1999,South Korea,Korea Cup,Away,1,1,0,Draw
