match_id,match_date,year,opponent,tournament,venue_type,goals_for,goals_against,goal_difference,result
17122,1990-01-17,1990,Argentina,Friendly,Neutral,2,0,2,Win
22586,1998-02-07,1998,Honduras,Gold Cup,Neutral,2,0,2,Win
32053,2008-06-15,2008,Belize,FIFA World Cup qualification,Neutral,2,0,2,Win
35807,2012-05-27,2012,Wales,Friendly,Neutral,2,0,2,Win
48122,2025-03-20,2025,Canada,CONCACAF Nations League,Neutral,2,0,2,Win
7669,1969-05-08,1969,Norway,Friendly,Away,2,0,2,Win
8581,1971-10-06,1971,Bermuda,CONCACAF Championship qualification,Away,2,0,2,Win
34556,2011-02-09,2011,Bosnia and Herzegovina,Friendly,Neutral,2,0,2,Win
6221,1965-03-12,1965,United States,FIFA World Cup qualification,Home,2,0,2,Win
8745,1972-01-27,1972,Chile,Friendly,Home,2,0,2,Win
13953,1983-11-22,1983,Sweden,Friendly,Home,2,0,2,Win
15110,1985-12-14,1985,Hungary,Friendly,Home,2,0,2,Win
9531,1973-10-16,1973,United States,Friendly,Home,2,0,2,Win
28757,2004-11-10,2004,Guatemala,Friendly,Neutral,2,0,2,Win
40863,2017-07-16,2017,Curaçao,Gold Cup,Neutral,2,0,2,Win
10289,1975-08-24,1975,United States,Friendly,Home,2,0,2,Win
15091,1985-12-07,1985,Algeria,Friendly,Home,2,0,2,Win
34845,2011-06-22,2011,Honduras,Gold Cup,Neutral,2,0,2,Win
39853,2016-06-09,2016,Jamaica,Copa América,Neutral,2,0,2,Win
19196,1993-06-30,1993,Ecuador,Copa América,Away,2,0,2,Win
4505,1957-07-03,1957,Canada,FIFA World Cup qualification,Home,2,0,2,Win
46240,2023-07-08,2023,Costa Rica,Gold Cup,Neutral,2,0,2,Win
7494,1968-10-26,1968,Uruguay,Friendly,Away,2,0,2,Win
14412,1984-11-11,1984,Trinidad and Tobago,Friendly,Away,2,0,2,Win
49406,2026-06-11,2026,South Africa,FIFA World Cup,Home,2,0,2,Win
31008,2007-06-27,2007,Brazil,Copa América,Neutral,2,0,2,Win
9167,1973-02-06,1973,Argentina,Friendly,Home,2,0,2,Win
20819,1996-01-21,1996,Brazil,Gold Cup,Neutral,2,0,2,Win
1974,1935-04-02,1935,Costa Rica,Central American and Caribbean Games,Neutral,2,0,2,Win
33141,2009-07-05,2009,Nicaragua,Gold Cup,Neutral,2,0,2,Win
8655,1971-11-26,1971,Trinidad and Tobago,CONCACAF Championship,Away,2,0,2,Win
32846,2009-03-28,2009,Costa Rica,FIFA World Cup qualification,Home,2,0,2,Win
6244,1965-03-28,1965,El Salvador,CONCACAF Championship,Neutral,2,0,2,Win
29257,2005-06-08,2005,Trinidad and Tobago,FIFA World Cup qualification,Home,2,0,2,Win
36136,2012-09-07,2012,Costa Rica,FIFA World Cup qualification,Away,2,0,2,Win
44616,2021-10-13,2021,El Salvador,FIFA World Cup qualification,Away,2,0,2,Win
36385,2012-10-16,2012,El Salvador,FIFA World Cup qualification,Home,2,0,2,Win
7986,1970-02-18,1970,Bulgaria,Friendly,Home,2,0,2,Win
45880,2023-03-23,2023,Suriname,CONCACAF Nations League,Away,2,0,2,Win
33883,2010-06-17,2010,France,FIFA World Cup,Neutral,2,0,2,Win
29202,2005-06-04,2005,Guatemala,FIFA World Cup qualification,Away,2,0,2,Win
27029,2003-03-19,2003,Bolivia,Friendly,Neutral,2,0,2,Win
14865,1985-06-15,1985,Germany,Friendly,Home,2,0,2,Win
48497,2025-06-28,2025,Saudi Arabia,Gold Cup,Neutral,2,0,2,Win
16574,1989-02-23,1989,El Salvador,Friendly,Neutral,2,0,2,Win
47808,2024-10-15,2024,United States,Friendly,Home,2,0,2,Win
21645,1997-01-19,1997,United States,USA Cup,Away,2,0,2,Win
15363,1986-06-15,1986,Bulgaria,FIFA World Cup,Home,2,0,2,Win
48481,2025-06-18,2025,Suriname,Gold Cup,Neutral,2,0,2,Win
25817,2001-07-22,2001,Chile,Copa América,Neutral,2,0,2,Win
19195,1993-06-29,1993,Costa Rica,Friendly,Away,2,0,2,Win
39623,2016-03-29,2016,Canada,FIFA World Cup qualification,Home,2,0,2,Win
46794,2023-11-21,2023,Honduras,CONCACAF Nations League,Home,2,0,2,Win
24795,2000-08-15,2000,Canada,FIFA World Cup qualification,Home,2,0,2,Win
24891,2000-09-20,2000,Ecuador,Friendly,Neutral,2,0,2,Win
49484,2026-06-30,2026,Ecuador,FIFA World Cup,Home,2,0,2,Win
18523,1992-10-07,1992,El Salvador,Friendly,Neutral,2,0,2,Win
8985,1972-08-16,1972,Chile,Friendly,Away,2,0,2,Win
29711,2005-12-14,2005,Hungary,Friendly,Neutral,2,0,2,Win
17867,1991-07-07,1991,Costa Rica,Gold Cup,Neutral,2,0,2,Win
29411,2005-08-17,2005,Costa Rica,FIFA World Cup qualification,Home,2,0,2,Win
15016,1985-10-15,1985,Yemen,Friendly,Neutral,2,0,2,Win
23636,1999-06-18,1999,Egypt,Korea Cup,Neutral,2,0,2,Win
4585,1957-10-20,1957,Costa Rica,FIFA World Cup qualification,Home,2,0,2,Win
23197,1998-11-17,1998,El Salvador,Friendly,Neutral,2,0,2,Win
20118,1995-01-06,1995,Saudi Arabia,Confederations Cup,Away,2,0,2,Win
46551,2023-10-14,2023,Ghana,Friendly,Neutral,2,0,2,Win
33156,2009-07-12,2009,Guadeloupe,Gold Cup,Neutral,2,0,2,Win
28055,2004-03-31,2004,Costa Rica,Friendly,Neutral,2,0,2,Win
13593,1983-04-05,1983,Guatemala,Friendly,Neutral,2,0,2,Win
12085,1979-12-04,1979,El Salvador,Friendly,Away,2,0,2,Win
7927,1969-11-27,1969,Jamaica,CONCACAF Championship,Neutral,2,0,2,Win
42994,2019-10-02,2019,Trinidad and Tobago,Friendly,Home,2,0,2,Win
45121,2022-03-30,2022,El Salvador,FIFA World Cup qualification,Home,2,0,2,Win
46034,2023-06-07,2023,Guatemala,Friendly,Home,2,0,2,Win
35874,2012-06-03,2012,Brazil,Friendly,Neutral,2,0,2,Win
43683,2020-11-17,2020,Japan,Friendly,Neutral,2,0,2,Win
39379,2015-11-17,2015,Honduras,FIFA World Cup qualification,Away,2,0,2,Win
27438,2003-07-24,2003,Costa Rica,Gold Cup,Home,2,0,2,Win
33712,2010-03-03,2010,New Zealand,Friendly,Neutral,2,0,2,Win
49261,2026-05-22,2026,Ghana,Friendly,Home,2,0,2,Win
40490,2017-03-24,2017,Costa Rica,FIFA World Cup qualification,Home,2,0,2,Win
17240,1990-04-17,1990,Colombia,Friendly,Neutral,2,0,2,Win
35412,2011-11-11,2011,Serbia,Friendly,Home,2,0,2,Win
12360,1980-08-30,1980,Fiji,Friendly,Away,2,0,2,Win
874,1923-12-12,1923,Guatemala,Friendly,Home,2,0,2,Win
1501,1930-07-19,1930,Argentina,FIFA World Cup,Neutral,3,6,-3,Loss
29310,2005-06-29,2005,Germany,Confederations Cup,Away,3,4,-1,Loss
7485,1968-10-20,1968,Peru,Friendly,Away,3,3,0,Draw
25285,2001-03-07,2001,Brazil,Friendly,Home,3,3,0,Draw
8002,1970-03-18,1970,Peru,Friendly,Home,3,3,0,Draw
22449,1997-11-09,1997,Costa Rica,FIFA World Cup qualification,Home,3,3,0,Draw
5182,1960-11-03,1960,United States,FIFA World Cup qualification,Away,3,3,0,Draw
23721,1999-07-10,1999,Peru,Copa América,Neutral,3,3,0,Draw
875,1923-12-16,1923,Guatemala,Friendly,Home,3,3,0,Draw
38832,2015-06-15,2015,Chile,Copa América,Away,3,3,0,Draw
7353,1968-05-21,1968,Uruguay,Friendly,Home,3,3,0,Draw
46457,2023-09-12,2023,Uzbekistan,Friendly,Neutral,3,3,0,Draw
41145,2017-11-10,2017,Belgium,Friendly,Away,3,3,0,Draw
41894,2018-10-11,2018,Costa Rica,Friendly,Home,3,2,1,Win
42548,2019-06-09,2019,Ecuador,Friendly,Neutral,3,2,1,Win
38261,2014-11-12,2014,Netherlands,Friendly,Away,3,2,1,Win
15617,1987-03-17,1987,China,Friendly,Home,3,2,1,Win
1838,1934-03-04,1934,Cuba,FIFA World Cup qualification,Home,3,2,1,Win
783,1923-01-01,1923,Guatemala,Friendly,Away,3,2,1,Win
14465,1984-12-04,1984,Ecuador,Friendly,Neutral,3,2,1,Win
48472,2025-06-14,2025,Dominican Republic,Gold Cup,Neutral,3,2,1,Win
6287,1965-05-03,1965,Jamaica,FIFA World Cup qualification,Away,3,2,1,Win
39203,2015-10-10,2015,United States,Friendly,Away,3,2,1,Win
42674,2019-06-23,2019,Martinique,Gold Cup,Neutral,3,2,1,Win
43632,2020-11-14,2020,South Korea,Friendly,Neutral,3,2,1,Win
30694,2007-02-28,2007,Venezuela,Friendly,Neutral,3,1,2,Win
42319,2019-03-22,2019,Chile,Friendly,Neutral,3,1,2,Win
31082,2007-07-14,2007,Uruguay,Copa América,Neutral,3,1,2,Win
21473,1996-11-06,1996,Honduras,FIFA World Cup qualification,Home,3,1,2,Win
35602,2012-01-25,2012,Venezuela,Friendly,Neutral,3,1,2,Win
21533,1996-11-20,1996,El Salvador,Friendly,Neutral,3,1,2,Win
42479,2019-06-05,2019,Venezuela,Friendly,Neutral,3,1,2,Win
46214,2023-06-29,2023,Haiti,Gold Cup,Neutral,3,1,2,Win
43139,2019-10-15,2019,Panama,CONCACAF Nations League,Home,3,1,2,Win
17849,1991-06-30,1991,Canada,Gold Cup,Neutral,3,1,2,Win
2976,1947-07-17,1947,Cuba,NAFC Championship,Away,3,1,2,Win
3879,1954-01-14,1954,United States,FIFA World Cup qualification,Home,3,1,2,Win
40595,2017-06-01,2017,Republic of Ireland,Friendly,Neutral,3,1,2,Win
42645,2019-06-19,2019,Canada,Gold Cup,Neutral,3,1,2,Win
37102,2013-07-14,2013,Martinique,Gold Cup,Neutral,3,1,2,Win
9038,1972-10-12,1972,Costa Rica,Friendly,Home,3,1,2,Win
15562,1987-01-13,1987,El Salvador,Friendly,Neutral,3,1,2,Win
18928,1993-04-18,1993,El Salvador,FIFA World Cup qualification,Home,3,1,2,Win
5077,1960-06-26,1960,Netherlands,Friendly,Home,3,1,2,Win
8992,1972-09-03,1972,United States,CONCACAF Championship qualification,Home,3,1,2,Win
35919,2012-06-08,2012,Guyana,FIFA World Cup qualification,Home,3,1,2,Win
34639,2011-03-26,2011,Paraguay,Friendly,Neutral,3,1,2,Win
28618,2004-09-08,2004,Trinidad and Tobago,FIFA World Cup qualification,Away,3,1,2,Win
38950,2015-07-26,2015,Jamaica,Gold Cup,Neutral,3,1,2,Win
9857,1974-09-05,1974,United States,Friendly,Home,3,1,2,Win
2268,1938-01-09,1938,Basque Country,Friendly,Home,3,1,2,Win
11160,1977-10-12,1977,El Salvador,CONCACAF Championship,Home,3,1,2,Win
37770,2014-05-31,2014,Ecuador,Friendly,Neutral,3,1,2,Win
20431,1995-07-09,1995,Venezuela,Copa América,Neutral,3,1,2,Win
21671,1997-02-05,1997,Ecuador,Friendly,Home,3,1,2,Win
16564,1989-02-14,1989,Poland,Friendly,Home,3,1,2,Win
40006,2016-09-02,2016,El Salvador,FIFA World Cup qualification,Away,3,1,2,Win
5527,1962-06-07,1962,Czechoslovakia,FIFA World Cup,Neutral,3,1,2,Win
39812,2016-06-05,2016,Uruguay,Copa América,Neutral,3,1,2,Win
40849,2017-07-09,2017,El Salvador,Gold Cup,Neutral,3,1,2,Win
37899,2014-06-23,2014,Croatia,FIFA World Cup,Neutral,3,1,2,Win
30044,2006-06-11,2006,Iran,FIFA World Cup,Neutral,3,1,2,Win
29607,2005-10-26,2005,Uruguay,Friendly,Home,3,1,2,Win
41044,2017-10-06,2017,Trinidad and Tobago,FIFA World Cup qualification,Home,3,1,2,Win
11175,1977-10-22,1977,Canada,CONCACAF Championship,Home,3,1,2,Win
26183,2002-01-21,2002,Guatemala,Gold Cup,Neutral,3,1,2,Win
8001,1970-03-15,1970,Peru,Friendly,Home,3,1,2,Win
23716,1999-07-06,1999,Venezuela,Copa América,Neutral,3,1,2,Win
22832,1998-06-13,1998,South Korea,FIFA World Cup,Neutral,3,1,2,Win
2276,1938-02-10,1938,Colombia,Central American and Caribbean Games,Neutral,3,1,2,Win
19120,1993-06-10,1993,Paraguay,Friendly,Home,3,1,2,Win
4810,1959-03-01,1959,Costa Rica,Friendly,Home,3,1,2,Win
6212,1965-03-04,1965,Honduras,FIFA World Cup qualification,Home,3,0,3,Win
34738,2011-06-01,2011,New Zealand,Friendly,Neutral,3,0,3,Win
18080,1991-12-04,1991,Hungary,Friendly,Home,3,0,3,Win
40656,2017-06-08,2017,Honduras,FIFA World Cup qualification,Home,3,0,3,Win
6905,1967-01-05,1967,Switzerland,Friendly,Home,3,0,3,Win
24695,2000-07-01,2000,El Salvador,Friendly,Neutral,3,0,3,Win
44202,2021-06-30,2021,Panama,Friendly,Neutral,3,0,3,Win
10714,1976-10-15,1976,United States,CONCACAF Championship qualification,Home,3,0,3,Win
47559,2024-09-07,2024,New Zealand,Friendly,Neutral,3,0,3,Win
32333,2008-09-06,2008,Jamaica,FIFA World Cup qualification,Home,3,0,3,Win
43237,2019-11-15,2019,Panama,CONCACAF Nations League,Away,3,0,3,Win
3297,1949-09-25,1949,Cuba,FIFA World Cup qualification,Home,3,0,3,Win
5185,1960-11-06,1960,United States,FIFA World Cup qualification,Home,3,0,3,Win
18894,1993-04-11,1993,Honduras,FIFA World Cup qualification,Home,3,0,3,Win
19760,1994-06-11,1994,Northern Ireland,Friendly,Neutral,3,0,3,Win
38686,2015-05-30,2015,Guatemala,Friendly,Home,3,0,3,Win
39533,2016-03-25,2016,Canada,FIFA World Cup qualification,Away,3,0,3,Win
44277,2021-07-24,2021,Honduras,Gold Cup,Neutral,3,0,3,Win
6254,1965-04-04,1965,Haiti,CONCACAF Championship,Neutral,3,0,3,Win
44258,2021-07-14,2021,Guatemala,Gold Cup,Neutral,3,0,3,Win
4503,1957-06-30,1957,Canada,FIFA World Cup qualification,Home,3,0,3,Win
39340,2015-11-13,2015,El Salvador,FIFA World Cup qualification,Home,3,0,3,Win
46275,2023-07-12,2023,Jamaica,Gold Cup,Neutral,3,0,3,Win
19423,1993-11-03,1993,China,Friendly,Neutral,3,0,3,Win
49454,2026-06-24,2026,Czech Republic,FIFA World Cup,Home,3,0,3,Win
41355,2018-03-23,2018,Iceland,Friendly,Neutral,3,0,3,Win
28719,2004-10-13,2004,Trinidad and Tobago,FIFA World Cup qualification,Home,3,0,3,Win
33249,2009-09-05,2009,Costa Rica,FIFA World Cup qualification,Away,3,0,3,Win
45361,2022-06-11,2022,Suriname,CONCACAF Nations League,Home,3,0,3,Win
7685,1969-05-22,1969,Peru,Friendly,Home,3,0,3,Win
47022,2024-03-21,2024,Panama,CONCACAF Nations League,Neutral,3,0,3,Win
42872,2019-09-06,2019,United States,Friendly,Away,3,0,3,Win
25944,2001-09-05,2001,Trinidad and Tobago,FIFA World Cup qualification,Home,3,0,3,Win
7458,1968-09-29,1968,Ethiopia,Friendly,Home,3,0,3,Win
7847,1969-10-21,1969,Bermuda,CONCACAF Championship qualification,Home,3,0,3,Win
23351,1999-02-19,1999,Egypt,Lunar New Year Cup,Neutral,3,0,3,Win
14258,1984-08-16,1984,Finland,Friendly,Away,3,0,3,Win
21342,1996-09-15,1996,Saint Vincent and the Grenadines,FIFA World Cup qualification,Away,3,0,3,Win
44547,2021-10-10,2021,Honduras,FIFA World Cup qualification,Home,3,0,3,Win
26064,2001-11-11,2001,Honduras,FIFA World Cup qualification,Home,3,0,3,Win
7597,1969-01-22,1969,Denmark,Friendly,Home,3,0,3,Win
11131,1977-09-27,1977,United States,Friendly,Home,3,0,3,Win
15284,1986-04-27,1986,Canada,Friendly,Home,3,0,3,Win
17656,1991-03-14,1991,Canada,NAFU Championship,Neutral,3,0,3,Win
13958,1983-11-29,1983,Martinique,Friendly,Away,4,4,0,Draw
38942,2015-07-15,2015,Trinidad and Tobago,Gold Cup,Neutral,4,4,0,Draw
23784,1999-08-04,1999,Brazil,Confederations Cup,Home,4,3,1,Win
12195,1980-04-15,1980,Guatemala,Friendly,Away,4,2,2,Win
19193,1993-06-27,1993,Peru,Copa América,Neutral,4,2,2,Win
42417,2019-03-26,2019,Paraguay,Friendly,Neutral,4,2,2,Win
37513,2013-11-20,2013,New Zealand,FIFA World Cup qualification,Away,4,2,2,Win
34851,2011-06-25,2011,United States,Gold Cup,Away,4,2,2,Win
22575,1998-02-04,1998,Trinidad and Tobago,Gold Cup,Neutral,4,2,2,Win
30785,2007-03-28,2007,Ecuador,Friendly,Neutral,4,2,2,Win
8038,1970-04-29,1970,Ecuador,Friendly,Home,4,2,2,Win
24599,2000-06-07,2000,South Africa,USA Cup,Neutral,4,2,2,Win
16903,1989-08-10,1989,South Korea,Marlboro Cup,Neutral,4,2,2,Win
3607,1952-04-10,1952,Panama,Pan American Championship,Neutral,4,2,2,Win
33368,2009-10-10,2009,El Salvador,FIFA World Cup qualification,Home,4,1,3,Win
17842,1991-06-28,1991,Jamaica,Gold Cup,Neutral,4,1,3,Win
37167,2013-08-14,2013,Ivory Coast,Friendly,Neutral,4,1,3,Win
34830,2011-06-12,2011,Costa Rica,Gold Cup,Neutral,4,1,3,Win
11151,1977-10-09,1977,Haiti,CONCACAF Championship,Home,4,1,3,Win
1847,1934-03-18,1934,Cuba,FIFA World Cup qualification,Home,4,1,3,Win
26034,2001-10-31,2001,El Salvador,Friendly,Home,4,1,3,Win
18988,1993-05-02,1993,Honduras,FIFA World Cup qualification,Away,4,1,3,Win
786,1923-01-07,1923,Guatemala,Friendly,Away,4,1,3,Win
5248,1961-04-12,1961,Costa Rica,FIFA World Cup qualification,Home,4,1,3,Win
16102,1988-04-26,1988,Honduras,Friendly,Home,4,1,3,Win
18164,1992-03-08,1992,Russia,Friendly,Home,4,0,4,Win
6977,1967-03-06,1967,Nicaragua,CONCACAF Championship,Neutral,4,0,4,Win
19281,1993-07-25,1993,United States,Gold Cup,Home,4,0,4,Win
3878,1954-01-10,1954,United States,FIFA World Cup qualification,Home,4,0,4,Win
46202,2023-06-25,2023,Honduras,Gold Cup,Neutral,4,0,4,Win
48010,2024-11-19,2024,Honduras,CONCACAF Nations League,Home,4,0,4,Win
45631,2022-11-09,2022,Iraq,Friendly,Neutral,4,0,4,Win
49116,2026-02-25,2026,Iceland,Friendly,Home,4,0,4,Win
26288,2002-03-13,2002,Albania,Friendly,Neutral,4,0,4,Win
25359,2001-03-25,2001,Jamaica,FIFA World Cup qualification,Home,4,0,4,Win
19375,1993-10-06,1993,South Africa,Friendly,Neutral,4,0,4,Win
7305,1968-03-26,1968,Japan,Friendly,Home,4,0,4,Win
24176,2000-02-13,2000,Trinidad and Tobago,Gold Cup,Neutral,4,0,4,Win
8075,1970-06-07,1970,El Salvador,FIFA World Cup,Home,4,0,4,Win
18608,1992-11-08,1992,Saint Vincent and the Grenadines,FIFA World Cup qualification,Away,4,0,4,Win
21745,1997-03-02,1997,Canada,FIFA World Cup qualification,Home,4,0,4,Win
18953,1993-04-25,1993,Canada,FIFA World Cup qualification,Home,4,0,4,Win
33164,2009-07-19,2009,Haiti,Gold Cup,Neutral,4,0,4,Win
29323,2005-07-10,2005,Guatemala,Gold Cup,Neutral,4,0,4,Win
8582,1971-10-06,1971,Bermuda,CONCACAF Championship qualification,Home,4,0,4,Win
44212,2021-07-03,2021,Nigeria,Friendly,Neutral,4,0,4,Win
30868,2007-06-02,2007,Iran,Friendly,Home,4,0,4,Win
6988,1967-03-12,1967,Trinidad and Tobago,CONCACAF Championship,Neutral,4,0,4,Win
31994,2008-06-08,2008,Peru,Friendly,Neutral,4,0,4,Win
3876,1953-12-27,1953,Haiti,FIFA World Cup qualification,Away,4,0,4,Win
7896,1969-11-11,1969,Norway,Friendly,Home,4,0,4,Win
37575,2014-01-29,2014,South Korea,Friendly,Neutral,4,0,4,Win
13020,1981-11-01,1981,Cuba,CONCACAF Championship,Neutral,4,0,4,Win
33082,2009-06-24,2009,Venezuela,Friendly,Neutral,4,0,4,Win
18652,1992-11-22,1992,Costa Rica,FIFA World Cup qualification,Home,4,0,4,Win
15831,1987-10-06,1987,Canada,Friendly,Home,4,0,4,Win
12635,1981-02-11,1981,South Korea,Friendly,Home,4,0,4,Win
25889,2001-08-23,2001,Liberia,Friendly,Home,5,4,1,Win
29542,2005-10-08,2005,Guatemala,FIFA World Cup qualification,Home,5,2,3,Win
21018,1996-05-18,1996,Slovakia,Friendly,Neutral,5,2,3,Win
33816,2010-05-30,2010,Gambia,Friendly,Neutral,5,1,4,Win
20092,1994-12-14,1994,Hungary,Friendly,Home,5,1,4,Win
37427,2013-11-13,2013,New Zealand,FIFA World Cup qualification,Home,5,1,4,Win
49315,2026-06-04,2026,Serbia,Friendly,Home,5,1,4,Win
32805,2009-03-11,2009,Bolivia,Friendly,Neutral,5,1,4,Win
10829,1977-02-01,1977,Yugoslavia,Friendly,Home,5,1,4,Win
21463,1996-10-30,1996,Saint Vincent and the Grenadines,FIFA World Cup qualification,Home,5,1,4,Win
43055,2019-10-11,2019,Bermuda,CONCACAF Nations League,Away,5,1,4,Win
23747,1999-07-25,1999,Saudi Arabia,Confederations Cup,Home,5,1,4,Win
11272,1978-02-15,1978,El Salvador,Friendly,Away,5,1,4,Win
12499,1980-11-09,1980,United States,CONCACAF Championship qualification,Home,5,1,4,Win
1967,1935-03-28,1935,Guatemala,Central American and Caribbean Games,Neutral,5,1,4,Win
22500,1997-12-14,1997,Saudi Arabia,Confederations Cup,Away,5,0,5,Win
12193,1980-04-08,1980,Honduras,Friendly,Home,5,0,5,Win
13905,1983-10-25,1983,El Salvador,Friendly,Neutral,5,0,5,Win
27436,2003-07-20,2003,Jamaica,Gold Cup,Home,5,0,5,Win
13966,1983-12-06,1983,Canada,Friendly,Home,5,0,5,Win
2975,1947-07-13,1947,United States,NAFC Championship,Neutral,5,0,5,Win
33675,2010-02-24,2010,Bolivia,Friendly,Neutral,5,0,5,Win
33168,2009-07-26,2009,United States,Gold Cup,Away,5,0,5,Win
36310,2012-10-12,2012,Guyana,FIFA World Cup qualification,Neutral,5,0,5,Win
1841,1934-03-11,1934,Cuba,FIFA World Cup qualification,Home,5,0,5,Win
22355,1997-10-05,1997,El Salvador,FIFA World Cup qualification,Home,5,0,5,Win
34821,2011-06-09,2011,Cuba,Gold Cup,Neutral,5,0,5,Win
20793,1996-01-11,1996,Saint Vincent and the Grenadines,Gold Cup,Neutral,5,0,5,Win
6250,1965-04-01,1965,Curaçao,CONCACAF Championship,Neutral,5,0,5,Win
14561,1985-02-05,1985,Poland,Friendly,Home,5,0,5,Win
34790,2011-06-05,2011,El Salvador,Gold Cup,Neutral,5,0,5,Win
29500,2005-09-07,2005,Panama,FIFA World Cup qualification,Home,5,0,5,Win
28762,2004-11-13,2004,Saint Kitts and Nevis,FIFA World Cup qualification,Neutral,5,0,5,Win
3293,1949-09-18,1949,United States,FIFA World Cup qualification,Home,6,2,4,Win
19267,1993-07-22,1993,Jamaica,Gold Cup,Home,6,1,5,Win
1968,1935-03-30,1935,Cuba,Central American and Caribbean Games,Neutral,6,1,5,Win
2284,1938-02-18,1938,El Salvador,Central American and Caribbean Games,Neutral,6,0,6,Win
22748,1998-05-09,1998,Estonia,Friendly,Neutral,6,0,6,Win
38928,2015-07-09,2015,Cuba,Gold Cup,Neutral,6,0,6,Win
3285,1949-09-04,1949,United States,NAFC Championship,Home,6,0,6,Win
31066,2007-07-08,2007,Paraguay,Copa América,Neutral,6,0,6,Win
4439,1957-04-07,1957,United States,FIFA World Cup qualification,Home,6,0,6,Win
21871,1997-04-13,1997,Jamaica,FIFA World Cup qualification,Home,6,0,6,Win
2231,1937-09-19,1937,United States,Friendly,Home,7,3,4,Win
2226,1937-09-12,1937,United States,Friendly,Home,7,2,5,Win
4449,1957-04-28,1957,United States,FIFA World Cup qualification,Away,7,2,5,Win
11516,1978-09-10,1978,Lebanon,Korea Cup,Neutral,7,1,6,Win
24878,2000-09-03,2000,Panama,FIFA World Cup qualification,Home,7,1,6,Win
28634,2004-10-06,2004,Saint Vincent and the Grenadines,FIFA World Cup qualification,Home,7,0,7,Win
32093,2008-06-21,2008,Belize,FIFA World Cup qualification,Home,7,0,7,Win
10283,1975-08-17,1975,Costa Rica,Friendly,Home,7,0,7,Win
6607,1966-04-24,1966,Paraguay,Friendly,Home,7,0,7,Win
42607,2019-06-15,2019,Cuba,Gold Cup,Neutral,7,0,7,Win
24953,2000-10-08,2000,Trinidad and Tobago,FIFA World Cup qualification,Home,7,0,7,Win
5245,1961-04-05,1961,Curaçao,FIFA World Cup qualification,Home,7,0,7,Win
2403,1938-10-16,1938,Basque Country,Friendly,Home,8,4,4,Win
1973,1935-04-01,1935,Honduras,Central American and Caribbean Games,Neutral,8,2,6,Win
11164,1977-10-15,1977,Suriname,CONCACAF Championship,Home,8,1,7,Win
1964,1935-03-27,1935,El Salvador,Central American and Caribbean Games,Away,8,1,7,Win
3797,1953-07-19,1953,Haiti,FIFA World Cup qualification,Home,8,0,8,Win
5751,1963-03-28,1963,Jamaica,CONCACAF Championship,Neutral,8,0,8,Win
28797,2004-11-17,2004,Saint Kitts and Nevis,FIFA World Cup qualification,Home,8,0,8,Win
28377,2004-06-27,2004,Dominica,FIFA World Cup qualification,Home,8,0,8,Win
9598,1973-12-08,1973,Curaçao,CONCACAF Championship,Neutral,8,0,8,Win
6294,1965-05-07,1965,Jamaica,FIFA World Cup qualification,Home,8,0,8,Win
19264,1993-07-18,1993,Canada,Gold Cup,Home,8,0,8,Win
16076,1988-03-29,1988,El Salvador,Friendly,Home,8,0,8,Win
19245,1993-07-11,1993,Martinique,Gold Cup,Home,9,0,9,Win
28332,2004-06-19,2004,Dominica,FIFA World Cup qualification,Neutral,10,0,10,Win
18678,1992-12-06,1992,Saint Vincent and the Grenadines,FIFA World Cup qualification,Home,11,0,11,Win
